Types of Transaction,Month,Year,Volume,Amount,Type of Transaction,,,,
RRP/RP Placements/Maturities,Jan,2019,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Feb,2019,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Mar,2019,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Apr,2019,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,May,2019,0.00,0.00,BSP,,,,
,,,,,,,,,
MOS** Placements/Maturities,Jan,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Feb,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Mar,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Apr,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,May,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Jun,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Jul,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Aug,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Sep,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Oct,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Nov,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Dec,2016,0.00,0.00,3rd Party,,,,
MOS** Placements/Maturities,Jan,2017,3731.00,13892625603991.90,3rd Party,,,,
MOS** Placements/Maturities,Feb,2017,3523.00,13005333492375.50,3rd Party,,,,
MOS** Placements/Maturities,Mar,2017,4089.00,14271828851204.00,3rd Party,,,,
MOS** Placements/Maturities,Apr,2017,3002.00,9806931223138.28,3rd Party,,,,
MOS** Placements/Maturities,May,2017,3917.00,13801736786283.60,3rd Party,,,,
MOS** Placements/Maturities,Jun,2017,3418.00,12915163554799.50,3rd Party,,,,
MOS** Placements/Maturities,Jul,2017,3579.00,13543412455232.90,3rd Party,,,,
MOS** Placements/Maturities,Aug,2017,4042.00,14005989550089.60,3rd Party,,,,
MOS** Placements/Maturities,Sep,2017,4389.00,13083348772535.10,3rd Party,,,,
MOS** Placements/Maturities,Oct,2017,4598.00,13302343585090.70,3rd Party,,,,
MOS** Placements/Maturities,Nov,2017,4724.00,14211278152151.70,3rd Party,,,,
MOS** Placements/Maturities,Dec,2017,3739.00,11749225603673.50,3rd Party,,,,
MOS** Placements/Maturities,Jan,2018,5684.00,20528963638354.40,3rd Party,,,,
MOS** Placements/Maturities,Feb,2018,4605.00,16183848778405.20,3rd Party,,,,
MOS** Placements/Maturities,Mar,2018,5094.00,15323630456191.70,3rd Party,,,,
MOS** Placements/Maturities,Apr,2018,4394.00,13338701127828.40,3rd Party,,,,
MOS** Placements/Maturities,May,2018,4459.00,13460832894853.40,3rd Party,,,,
MOS** Placements/Maturities,Jun,2018,4725.00,13974391007270.20,3rd Party,,,,
MOS** Placements/Maturities,Jul,2018,5408.00,15053945004726.60,3rd Party,,,,
MOS** Placements/Maturities,Aug,2018,5595.00,14769250881384.40,3rd Party,,,,
MOS** Placements/Maturities,Sep,2018,4017.00,10511870970641.60,3rd Party,,,,
MOS** Placements/Maturities,Oct,2018,4892.00,14880000000000.00,3rd Party,,,,
MOS** Placements/Maturities,Nov,2018,3904.00,11370000000000.00,3rd Party,,,,
MOS** Placements/Maturities,Dec,2018,3855.00,12310000000000.00,3rd Party,,,,
MOS** Placements/Maturities,Jan,2019,4700.00,14889371.16,3rd Party,,,,
MOS** Placements/Maturities,Feb,2019,3900.00,12970368.03,3rd Party,,,,
MOS** Placements/Maturities,Mar,2019,4342.00,15302224.59,3rd Party,,,,
MOS** Placements/Maturities,Apr,2019,3424.00,11695770.69,3rd Party,,,,
MOS** Placements/Maturities,May,2019,3470.00,10454046.25,3rd Party,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
